BusinessName,BusinessType,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityName,Longitude,Latitude,ImagePath
Liangji Wraps,Restaurant/Cafe/Canteen,W6 9YD,5,fhrs_5_en-GB,2024-02-08,Hammersmith and Fulham,-0.2245504,51.492224,images\test\fhrs_5_en-GB.png
Lionheart Education,Restaurant/Cafe/Canteen,W14 0HB,5,fhrs_5_en-GB,2024-06-10,Hammersmith and Fulham,-0.2165058,51.4975515,images\test\fhrs_5_en-GB.png
Little Dessert Shop/Dessert Heaven/ Waffles & Crepes,Restaurant/Cafe/Canteen,SW6 1NN,4,fhrs_4_en-GB,2023-04-26,Hammersmith and Fulham,-0.201912,51.484918,images\test\fhrs_4_en-GB.png
Little Napoli,Restaurant/Cafe/Canteen,W12 0NR,5,fhrs_5_en-GB,2024-01-17,Hammersmith and Fulham,-0.237846,51.506614,images\test\fhrs_5_en-GB.png
Little Sourdough Kitchen,Restaurant/Cafe/Canteen,SW6 6BT,5,fhrs_5_en-GB,2023-12-13,Hammersmith and Fulham,-0.212413064125142,51.4804266484332,images\test\fhrs_5_en-GB.png
Liz Cafe,Restaurant/Cafe/Canteen,W12 8QQ,5,fhrs_5_en-GB,2024-04-18,Hammersmith and Fulham,-0.224466,51.502725,images\test\fhrs_5_en-GB.png
Liz's Kitchen,Restaurant/Cafe/Canteen,W14 0QH,3,fhrs_3_en-GB,2023-07-19,Hammersmith and Fulham,-0.21206,51.494642,images\test\fhrs_3_en-GB.png
Local Hero Deli,Restaurant/Cafe/Canteen,SW6 5RT,3,fhrs_3_en-GB,2024-05-15,Hammersmith and Fulham,-0.204752,51.47641,images\test\fhrs_3_en-GB.png
Loft Studio - Social Pantry,Restaurant/Cafe/Canteen,NW10 6QW,5,fhrs_5_en-GB,2024-01-10,Hammersmith and Fulham,-0.23589,51.528517,images\test\fhrs_5_en-GB.png
Lolas Cupcakes,Restaurant/Cafe/Canteen,W12 7GF,5,fhrs_5_en-GB,2022-08-10,Hammersmith and Fulham,-0.221279993653297,51.5075798034668,images\test\fhrs_5_en-GB.png
London Best Kebab,Restaurant/Cafe/Canteen,W12 8AA,5,fhrs_5_en-GB,2023-06-20,Hammersmith and Fulham,-0.223064,51.505078,images\test\fhrs_5_en-GB.png
London College Of Fashion,Restaurant/Cafe/Canteen,W12 8EA,5,fhrs_5_en-GB,2024-01-18,Hammersmith and Fulham,-0.22805,51.504317,images\test\fhrs_5_en-GB.png
Los Molinos,Restaurant/Cafe/Canteen,W6 7LP,5,fhrs_5_en-GB,2024-02-03,Hammersmith and Fulham,-0.222311,51.497756,images\test\fhrs_5_en-GB.png
Love Walk Cafe,Restaurant/Cafe/Canteen,SW6 1BH,3,fhrs_3_en-GB,2023-06-13,Hammersmith and Fulham,-0.198496,51.480586,images\test\fhrs_3_en-GB.png
Lowiczanka Restaurant,Restaurant/Cafe/Canteen,W6 0RF,4,fhrs_4_en-GB,2023-05-16,Hammersmith and Fulham,-0.237457,51.493533,images\test\fhrs_4_en-GB.png
Lunch Box,Takeaway/sandwich shop,W6 7JP,3,fhrs_3_en-GB,2024-05-29,Hammersmith and Fulham,-0.218329,51.49346,images\test\fhrs_3_en-GB.png
Lychee Bay,Restaurant/Cafe/Canteen,W12 8LP,3,fhrs_3_en-GB,2023-10-12,Hammersmith and Fulham,-0.219696,51.504596,images\test\fhrs_3_en-GB.png
Lyric Cafe And Lyric Bar & Grill,Restaurant/Cafe/Canteen,W6 0QL,4,fhrs_4_en-GB,2024-11-06,Hammersmith and Fulham,-0.226807,51.492905,images\test\fhrs_4_en-GB.png
Lytte Coffee House,Takeaway/sandwich shop,SW6 1NN,5,fhrs_5_en-GB,2024-08-12,Hammersmith and Fulham,-0.201912,51.484918,images\test\fhrs_5_en-GB.png
Mabelle,Takeaway/sandwich shop,SW6 4RF,5,fhrs_5_en-GB,2023-05-31,Hammersmith and Fulham,-0.2035193,51.4720301,images\test\fhrs_5_en-GB.png
Macbeth Cafe,Restaurant/Cafe/Canteen,W6 9JJ,5,fhrs_5_en-GB,2023-01-31,Hammersmith and Fulham,-0.231456,51.491896,images\test\fhrs_5_en-GB.png
Magic Wok,Takeaway/sandwich shop,W3 7DA,5,fhrs_5_en-GB,2025-01-09,Hammersmith and Fulham,-0.248821,51.514638,images\test\fhrs_5_en-GB.png
Mahdi Restaurant,Restaurant/Cafe/Canteen,W6 9JT,1,fhrs_1_en-GB,2024-11-06,Hammersmith and Fulham,-0.2351061,51.4926891,images\test\fhrs_1_en-GB.png
Mahroussa,Restaurant/Cafe/Canteen,W12 8EN,5,fhrs_5_en-GB,2024-10-09,Hammersmith and Fulham,-0.231422,51.50132,images\test\fhrs_5_en-GB.png
Maison Delice,Restaurant/Cafe/Canteen,W12 9RA,4,fhrs_4_en-GB,2022-08-17,Hammersmith and Fulham,-0.238236,51.506224,images\test\fhrs_4_en-GB.png
Maison Souss,Restaurant/Cafe/Canteen,W12 8LR,5,fhrs_5_en-GB,2023-03-01,Hammersmith and Fulham,-0.220969,51.50484,images\test\fhrs_5_en-GB.png
Mamasons Dirty Ice Cream,Restaurant/Cafe/Canteen,W12 7GQ,5,fhrs_5_en-GB,2021-11-02,Hammersmith and Fulham,-0.223254,51.507212,images\test\fhrs_5_en-GB.png
Mammolo,Restaurant/Cafe/Canteen,SW6 1HL,5,fhrs_5_en-GB,2023-02-21,Hammersmith and Fulham,-0.1887055,51.4803272,images\test\fhrs_5_en-GB.png
Mandaloun,Restaurant/Cafe/Canteen,W12 7GA,4,fhrs_4_en-GB,2023-10-31,Hammersmith and Fulham,-0.223254,51.507212,images\test\fhrs_4_en-GB.png
Manuka Kitchen,Restaurant/Cafe/Canteen,SW6 5NJ,4,fhrs_4_en-GB,2023-02-22,Hammersmith and Fulham,-0.19922,51.479751,images\test\fhrs_4_en-GB.png
Mar Mar Cafe,Restaurant/Cafe/Canteen,W12 9RA,5,fhrs_5_en-GB,2022-04-14,Hammersmith and Fulham,-0.238236,51.506224,images\test\fhrs_5_en-GB.png
Maria G's Restaurant Riverstone Fulham,Restaurant/Cafe/Canteen,SW6 2QE,5,fhrs_5_en-GB,2024-03-06,Hammersmith and Fulham,-0.1867113,51.4670503,images\test\fhrs_5_en-GB.png
Mariva Catering Services,Restaurant/Cafe/Canteen,SW6 2FR,5,fhrs_5_en-GB,2022-11-16,Hammersmith and Fulham,-0.186706006526947,51.4752807617188,images\test\fhrs_5_en-GB.png
Marks & Spencer Cafe,Restaurant/Cafe/Canteen,W12 7GQ,5,fhrs_5_en-GB,2022-02-24,Hammersmith and Fulham,-0.22128,51.507578,images\test\fhrs_5_en-GB.png
Masbro Brook Green Children's Centre,Restaurant/Cafe/Canteen,W6 7BJ,5,fhrs_5_en-GB,2023-05-10,Hammersmith and Fulham,-0.216727,51.495405,images\test\fhrs_5_en-GB.png
Master Bao,Restaurant/Cafe/Canteen,W12 7GE,5,fhrs_5_en-GB,2024-08-08,Hammersmith and Fulham,-0.221279993653297,51.5075798034668,images\test\fhrs_5_en-GB.png
Master Express- East African Products,Restaurant/Cafe/Canteen,W12 8HA,5,fhrs_5_en-GB,2024-08-13,Hammersmith and Fulham,-0.22791,51.502346,images\test\fhrs_5_en-GB.png
Master Wei Xi'An Cuisine,Restaurant/Cafe/Canteen,W6 8PW,5,fhrs_5_en-GB,2023-11-16,Hammersmith and Fulham,-0.221212,51.492686,images\test\fhrs_5_en-GB.png
Matrix Cafe,Restaurant/Cafe/Canteen,SW6 3BU,5,fhrs_5_en-GB,2023-03-29,Hammersmith and Fulham,-0.196882,51.47075,images\test\fhrs_5_en-GB.png
Matts Cafe,Restaurant/Cafe/Canteen,SW6 5HA,5,fhrs_5_en-GB,2023-04-19,Hammersmith and Fulham,-0.203929,51.476469,images\test\fhrs_5_en-GB.png
"Maurizio Barca - Pizza, Dolci & Pasta All'Vovo",Restaurant/Cafe/Canteen,W14 9EX,3,fhrs_3_en-GB,2023-07-19,Hammersmith and Fulham,-0.206575,51.489765,images\test\fhrs_3_en-GB.png
McDonalds,Takeaway/sandwich shop,W12 7GF,5,fhrs_5_en-GB,2023-05-16,Hammersmith and Fulham,-0.221279993653297,51.5075798034668,images\test\fhrs_5_en-GB.png
McDonald's,Restaurant/Cafe/Canteen,SW6 1NG,5,fhrs_5_en-GB,2023-11-16,Hammersmith and Fulham,-0.200903,51.482727,images\test\fhrs_5_en-GB.png
McDonald's,Takeaway/sandwich shop,W6 7AL,5,fhrs_5_en-GB,2023-10-28,Hammersmith and Fulham,-0.223751,51.493336,images\test\fhrs_5_en-GB.png
McDonald's Restaurants Ltd,Restaurant/Cafe/Canteen,W12 8LR,5,fhrs_5_en-GB,2024-02-22,Hammersmith and Fulham,-0.220969,51.50484,images\test\fhrs_5_en-GB.png
Megan's By The Green,Restaurant/Cafe/Canteen,SW6 4HU,5,fhrs_5_en-GB,2024-05-23,Hammersmith and Fulham,-0.200981,51.474887,images\test\fhrs_5_en-GB.png
Meridionale,Restaurant/Cafe/Canteen,SW6 4RF,4,fhrs_4_en-GB,2023-06-07,Hammersmith and Fulham,-0.203803,51.471971,images\test\fhrs_4_en-GB.png
Mes Amis,Restaurant/Cafe/Canteen,W6 9HA,5,fhrs_5_en-GB,2023-07-10,Hammersmith and Fulham,-0.223336,51.482871,images\test\fhrs_5_en-GB.png
Metro Cafe,Restaurant/Cafe/Canteen,W14 9EA,5,fhrs_5_en-GB,2021-04-09,Hammersmith and Fulham,-0.213442,51.490238,images\test\fhrs_5_en-GB.png
Mien Tay,Restaurant/Cafe/Canteen,SW6 3JJ,4,fhrs_4_en-GB,2024-03-15,Hammersmith and Fulham,-0.210084,51.470044,images\test\fhrs_4_en-GB.png
Mikawa,Restaurant/Cafe/Canteen,W12 8QQ,4,fhrs_4_en-GB,2023-10-23,Hammersmith and Fulham,-0.224466,51.502725,images\test\fhrs_4_en-GB.png
Mil Kitchen,Restaurant/Cafe/Canteen,SW6 6BH,3,fhrs_3_en-GB,2024-01-17,Hammersmith and Fulham,-0.213409,51.482253,images\test\fhrs_3_en-GB.png
Mimino Restaurant,Restaurant/Cafe/Canteen,W14 0HA,5,fhrs_5_en-GB,2024-09-24,Hammersmith and Fulham,-0.213128,51.497176,images\test\fhrs_5_en-GB.png
Mine Bubble Tea,Restaurant/Cafe/Canteen,W12 9PE,5,fhrs_5_en-GB,2023-10-17,Hammersmith and Fulham,-0.238096,51.500107,images\test\fhrs_5_en-GB.png
Mine Bubble Tea,Takeaway/sandwich shop,SW6 5SL,3,fhrs_3_en-GB,2024-08-07,Hammersmith and Fulham,-0.210918,51.471918,images\test\fhrs_3_en-GB.png
Mini Cafe,Restaurant/Cafe/Canteen,W12 7RH,4,fhrs_4_en-GB,2023-09-27,Hammersmith and Fulham,-0.224638998508453,51.5123672485352,images\test\fhrs_4_en-GB.png
Miran Masala,Restaurant/Cafe/Canteen,W14 8XJ,5,fhrs_5_en-GB,2024-04-29,Hammersmith and Fulham,-0.208411,51.495845,images\test\fhrs_5_en-GB.png
Mleczko,Takeaway/sandwich shop,W12 7BH,5,fhrs_5_en-GB,2024-02-27,Hammersmith and Fulham,-0.2342709,51.5068399,images\test\fhrs_5_en-GB.png
Modern Grace,Restaurant/Cafe/Canteen,SW6 7DU,5,fhrs_5_en-GB,2024-01-30,Hammersmith and Fulham,-0.204287,51.48036,images\test\fhrs_5_en-GB.png
Mondo,Restaurant/Cafe/Canteen,W14 9NS,4,fhrs_4_en-GB,2022-12-13,Hammersmith and Fulham,-0.202564,51.485909,images\test\fhrs_4_en-GB.png
Monkey Temple,Takeaway/sandwich shop,W12 9BL,5,fhrs_5_en-GB,2024-10-09,Hammersmith and Fulham,-0.243422,51.502894,images\test\fhrs_5_en-GB.png
Monty's,Restaurant/Cafe/Canteen,SW6 5SA,3,fhrs_3_en-GB,2024-12-05,Hammersmith and Fulham,-0.206834,51.474724,images\test\fhrs_3_en-GB.png
Mooboo,Takeaway/sandwich shop,SW6 5HG,5,fhrs_5_en-GB,2022-08-11,Hammersmith and Fulham,-0.2057759,51.4754458,images\test\fhrs_5_en-GB.png
Mooboo Bubble Tea,Restaurant/Cafe/Canteen,W6 0RA,5,fhrs_5_en-GB,2024-07-03,Hammersmith and Fulham,-0.2344738,51.4930213,images\test\fhrs_5_en-GB.png
Morley's Chicken Fulham,Restaurant/Cafe/Canteen,SW6 1NQ,4,fhrs_4_en-GB,2023-08-09,Hammersmith and Fulham,-0.200933,51.483069,images\test\fhrs_4_en-GB.png
Morning Neighbour,Takeaway/sandwich shop,SW6 1TU,5,fhrs_5_en-GB,2023-11-15,Hammersmith and Fulham,-0.196983993053436,51.4871444702148,images\test\fhrs_5_en-GB.png
Morty And Bobs,Restaurant/Cafe/Canteen,W12 7GE,5,fhrs_5_en-GB,2023-07-31,Hammersmith and Fulham,-0.223254,51.507212,images\test\fhrs_5_en-GB.png
Moulin Rouge,Restaurant/Cafe/Canteen,W12 8PY,4,fhrs_4_en-GB,2024-02-24,Hammersmith and Fulham,-0.222109,51.50331,images\test\fhrs_4_en-GB.png
Mr Steak,Restaurant/Cafe/Canteen,W6 8JA,5,fhrs_5_en-GB,2023-11-10,Hammersmith and Fulham,-0.22266,51.488796,images\test\fhrs_5_en-GB.png
Mr. Pretzels,Takeaway/sandwich shop,W12 7GQ,5,fhrs_5_en-GB,2023-11-28,Hammersmith and Fulham,-0.223254,51.507212,images\test\fhrs_5_en-GB.png
Mrs Chew's Chinese Kitchen,Restaurant/Cafe/Canteen,W12 7GE,5,fhrs_5_en-GB,2024-08-28,Hammersmith and Fulham,-0.22128,51.507578,images\test\fhrs_5_en-GB.png
Muyang Hot Pot & BBQ,Restaurant/Cafe/Canteen,W12 8QQ,4,fhrs_4_en-GB,2024-06-25,Hammersmith and Fulham,-0.224466,51.502725,images\test\fhrs_4_en-GB.png
Naive,Restaurant/Cafe/Canteen,SW6 4JA,5,fhrs_5_en-GB,2024-02-07,Hammersmith and Fulham,-0.2004789,51.4746543,images\test\fhrs_5_en-GB.png
Naked Nosh At Fulham Boys School,Restaurant/Cafe/Canteen,SW6 5BD,5,fhrs_5_en-GB,2024-11-13,Hammersmith and Fulham,-0.176692012787027,51.4885840246328,images\test\fhrs_5_en-GB.png
Namaste Coffee,Restaurant/Cafe/Canteen,SW6 2TZ,3,fhrs_3_en-GB,2024-11-20,Hammersmith and Fulham,-0.1904098,51.4674581,images\test\fhrs_3_en-GB.png
Nandos,Restaurant/Cafe/Canteen,W12 7JA,5,fhrs_5_en-GB,2023-10-19,Hammersmith and Fulham,-0.229575,51.506247,images\test\fhrs_5_en-GB.png
Nandos,Restaurant/Cafe/Canteen,SW6 1BW,5,fhrs_5_en-GB,2024-12-18,Hammersmith and Fulham,-0.194436,51.480559,images\test\fhrs_5_en-GB.png
Nandos,Restaurant/Cafe/Canteen,W12 7GF,5,fhrs_5_en-GB,2024-02-07,Hammersmith and Fulham,-0.223254,51.507212,images\test\fhrs_5_en-GB.png
Natis Wholefoods,Restaurant/Cafe/Canteen,SW6 3LQ,5,fhrs_5_en-GB,2023-09-28,Hammersmith and Fulham,-0.211324,51.471106,images\test\fhrs_5_en-GB.png
Nepal Authentic Dining,Restaurant/Cafe/Canteen,W12 8NL,3,fhrs_3_en-GB,2024-07-15,Hammersmith and Fulham,-0.233162,51.506256,images\test\fhrs_3_en-GB.png
Nespresso,Restaurant/Cafe/Canteen,W12 7GF,5,fhrs_5_en-GB,2023-11-28,Hammersmith and Fulham,-0.22128,51.507578,images\test\fhrs_5_en-GB.png
New Banaadiri Restaurant Ltd,Takeaway/sandwich shop,W12 7LL,3,fhrs_3_en-GB,2024-10-02,Hammersmith and Fulham,-0.234083,51.506656,images\test\fhrs_3_en-GB.png
New Bangkok Thai Restaurant,Restaurant/Cafe/Canteen,W6 9PH,5,fhrs_5_en-GB,2024-07-18,Hammersmith and Fulham,-0.223763,51.490422,images\test\fhrs_5_en-GB.png
New Ocean Fresh,Restaurant/Cafe/Canteen,W6 8NH,4,fhrs_4_en-GB,2023-09-19,Hammersmith and Fulham,-0.218287,51.485312,images\test\fhrs_4_en-GB.png
New Sweet N Sour,Takeaway/sandwich shop,W12 8NR,1,fhrs_1_en-GB,2023-10-19,Hammersmith and Fulham,-0.231368,51.506085,images\test\fhrs_1_en-GB.png
Nice Vibez,Restaurant/Cafe/Canteen,W12 8HA,4,fhrs_4_en-GB,2024-01-25,Hammersmith and Fulham,-0.22791,51.502346,images\test\fhrs_4_en-GB.png
No.1 Coffee And Restaurant,Restaurant/Cafe/Canteen,W12 7DP,5,fhrs_5_en-GB,2023-10-30,Hammersmith and Fulham,-0.224894,51.506545,images\test\fhrs_5_en-GB.png
Nourish Hub,Restaurant/Cafe/Canteen,W11 4SS,5,fhrs_5_en-GB,2021-05-11,Hammersmith and Fulham,-0.2157202,51.5080699,images\test\fhrs_5_en-GB.png
Nova Cafe,Takeaway/sandwich shop,NW10 6DX,3,fhrs_3_en-GB,2024-03-28,Hammersmith and Fulham,-0.2503028,51.5270768,images\test\fhrs_3_en-GB.png
Nuntee,Restaurant/Cafe/Canteen,SW6 5RP,5,fhrs_5_en-GB,2021-05-25,Hammersmith and Fulham,-0.20342,51.476947,images\test\fhrs_5_en-GB.png
Nuovi Sapori,Restaurant/Cafe/Canteen,SW6 4RE,4,fhrs_4_en-GB,2024-03-04,Hammersmith and Fulham,-0.202962,51.472111,images\test\fhrs_4_en-GB.png
Ochi Caribbean Take Away,Takeaway/sandwich shop,W12 7JD,5,fhrs_5_en-GB,2024-12-23,Hammersmith and Fulham,-0.227413,51.50589,images\test\fhrs_5_en-GB.png
OCS At Dunnhumby,Restaurant/Cafe/Canteen,W6 7NL,5,fhrs_5_en-GB,2023-12-11,Hammersmith and Fulham,-0.224266,51.495627,images\test\fhrs_5_en-GB.png
O'Donoghues,Restaurant/Cafe/Canteen,W12 8HJ,5,fhrs_5_en-GB,2024-01-25,Hammersmith and Fulham,-0.232744,51.501412,images\test\fhrs_5_en-GB.png
Oishii Sushi,Takeaway/sandwich shop,W6 8QT,5,fhrs_5_en-GB,2024-02-20,Hammersmith and Fulham,-0.2197713,51.4851104,images\test\fhrs_5_en-GB.png
Old Oak Common Depot,Restaurant/Cafe/Canteen,NW10 6DZ,5,fhrs_5_en-GB,2024-10-09,Hammersmith and Fulham,-0.252276986837387,51.5247077941895,images\test\fhrs_5_en-GB.png
Olivia Pizza & Beijing Wok London,Takeaway/sandwich shop,W12 9AU,5,fhrs_5_en-GB,2022-10-12,Hammersmith and Fulham,-0.242393,51.502285,images\test\fhrs_5_en-GB.png
Ollie's House Ltd,Restaurant/Cafe/Canteen,SW6 4JA,5,fhrs_5_en-GB,2024-12-13,Hammersmith and Fulham,-0.200477004051208,51.4748878479004,images\test\fhrs_5_en-GB.png
Ombretta & Antes Winehouse,Restaurant/Cafe/Canteen,SW6 5SJ,5,fhrs_5_en-GB,2023-02-16,Hammersmith and Fulham,-0.2102045,51.4723031,images\test\fhrs_5_en-GB.png
One Dot World,Restaurant/Cafe/Canteen,SW6 4HU,5,fhrs_5_en-GB,2024-08-28,Hammersmith and Fulham,-0.200968995690346,51.4748764038086,images\test\fhrs_5_en-GB.png
Oree,Restaurant/Cafe/Canteen,SW6 4RB,4,fhrs_4_en-GB,2024-03-13,Hammersmith and Fulham,-0.2008772,51.4724529,images\test\fhrs_4_en-GB.png
Organicos,Restaurant/Cafe/Canteen,W6 0EA,5,fhrs_5_en-GB,2021-08-19,Hammersmith and Fulham,-0.225524,51.493299,images\test\fhrs_5_en-GB.png
Oriental King,Restaurant/Cafe/Canteen,W6 0SP,5,fhrs_5_en-GB,2024-11-28,Hammersmith and Fulham,-0.239598,51.493682,images\test\fhrs_5_en-GB.png
Oriental Vegan/Poki Buri,Takeaway/sandwich shop,SW6 1NJ,5,fhrs_5_en-GB,2023-12-11,Hammersmith and Fulham,-0.201844,51.484063,images\test\fhrs_5_en-GB.png
Osman's Kitchen,Restaurant/Cafe/Canteen,W12 8EG,4,fhrs_4_en-GB,2024-07-31,Hammersmith and Fulham,-0.227416,51.502087,images\test\fhrs_4_en-GB.png
Ottoman,Restaurant/Cafe/Canteen,W6 8QX,2,fhrs_2_en-GB,2024-06-03,Hammersmith and Fulham,-0.21954,51.484198,images\test\fhrs_2_en-GB.png
Pad Thai Story,Restaurant/Cafe/Canteen,W6 9PL,5,fhrs_5_en-GB,2024-01-17,Hammersmith and Fulham,-0.222939,51.488278,images\test\fhrs_5_en-GB.png
Palace Tandoori,Restaurant/Cafe/Canteen,W6 8JA,3,fhrs_3_en-GB,2023-03-28,Hammersmith and Fulham,-0.22266,51.488796,images\test\fhrs_3_en-GB.png
Panda Cha Tea Limited,Takeaway/sandwich shop,SW6 1NN,5,fhrs_5_en-GB,2024-03-05,Hammersmith and Fulham,-0.201725,51.4847181,images\test\fhrs_5_en-GB.png
Papa John's,Takeaway/sandwich shop,W6 0RX,5,fhrs_5_en-GB,2023-04-07,Hammersmith and Fulham,-0.244311,51.493618,images\test\fhrs_5_en-GB.png
Papa John's Pizza,Takeaway/sandwich shop,SW6 1QR,5,fhrs_5_en-GB,2023-05-16,Hammersmith and Fulham,-0.197656,51.482164,images\test\fhrs_5_en-GB.png
Pappa Ciccia,Restaurant/Cafe/Canteen,SW6 5RQ,3,fhrs_3_en-GB,2023-08-09,Hammersmith and Fulham,-0.209214001893997,51.4760818481445,images\test\fhrs_3_en-GB.png
Park House,Restaurant/Cafe/Canteen,W12 8EU,5,fhrs_5_en-GB,2024-01-24,Hammersmith and Fulham,-0.241004,51.499081,images\test\fhrs_5_en-GB.png
Parks Kitchen,Restaurant/Cafe/Canteen,W6 0RA,5,fhrs_5_en-GB,2024-10-04,Hammersmith and Fulham,-0.235774,51.493094,images\test\fhrs_5_en-GB.png
Parma Wood Oven Pizza,Takeaway/sandwich shop,W12 9PE,3,fhrs_3_en-GB,2024-06-12,Hammersmith and Fulham,-0.238097,51.500107,images\test\fhrs_3_en-GB.png
Parsons Green Fish Bar,Takeaway/sandwich shop,SW6 4HS,4,fhrs_4_en-GB,2024-09-18,Hammersmith and Fulham,-0.201143,51.476265,images\test\fhrs_4_en-GB.png
Parsons Nose,Restaurant/Cafe/Canteen,SW6 4TJ,5,fhrs_5_en-GB,2024-06-27,Hammersmith and Fulham,-0.2015879,51.4739159,images\test\fhrs_5_en-GB.png
Pasta Evangelists,Takeaway/sandwich shop,W14 0PP,5,fhrs_5_en-GB,2024-04-29,Hammersmith and Fulham,-0.212189,51.497224,images\test\fhrs_5_en-GB.png
Patisserie Sainte-Anne,Restaurant/Cafe/Canteen,W6 0RA,3,fhrs_3_en-GB,2024-10-03,Hammersmith and Fulham,-0.235774,51.493094,images\test\fhrs_3_en-GB.png
Patri,Restaurant/Cafe/Canteen,W6 0NQ,5,fhrs_5_en-GB,2023-08-30,Hammersmith and Fulham,-0.227659,51.497693,images\test\fhrs_5_en-GB.png
Paul,Restaurant/Cafe/Canteen,W6 9YD,5,fhrs_5_en-GB,2023-09-27,Hammersmith and Fulham,-0.224571,51.492242,images\test\fhrs_5_en-GB.png
Pentolina,Restaurant/Cafe/Canteen,W14 0HP,5,fhrs_5_en-GB,2024-03-16,Hammersmith and Fulham,-0.217918,51.497725,images\test\fhrs_5_en-GB.png
Pepe's Peri Peri Shepherd's Bush,Restaurant/Cafe/Canteen,W12 7DP,5,fhrs_5_en-GB,2023-09-28,Hammersmith and Fulham,-0.224894,51.506545,images\test\fhrs_5_en-GB.png
Pepes Piri Piri,Restaurant/Cafe/Canteen,W6 9JT,5,fhrs_5_en-GB,2023-02-09,Hammersmith and Fulham,-0.233318,51.492536,images\test\fhrs_5_en-GB.png
Pepe's Piri Piri,Restaurant/Cafe/Canteen,SW6 5UA,4,fhrs_4_en-GB,2023-10-18,Hammersmith and Fulham,-0.197502,51.480238,images\test\fhrs_4_en-GB.png
Perbacco,Restaurant/Cafe/Canteen,SW6 5RT,5,fhrs_5_en-GB,2024-03-13,Hammersmith and Fulham,-0.204752,51.47641,images\test\fhrs_5_en-GB.png
Peterborough Cafe,Restaurant/Cafe/Canteen,SW6 3BN,1,fhrs_1_en-GB,2024-01-10,Hammersmith and Fulham,-0.199377,51.471751,images\test\fhrs_1_en-GB.png
Petit Pret,Restaurant/Cafe/Canteen,W12 7GA,5,fhrs_5_en-GB,2024-09-27,Hammersmith and Fulham,-0.22128,51.507578,images\test\fhrs_5_en-GB.png
PHO,Restaurant/Cafe/Canteen,SW6 1EP,5,fhrs_5_en-GB,2024-01-24,Hammersmith and Fulham,-0.1957833,51.4797979,images\test\fhrs_5_en-GB.png
Pho,Restaurant/Cafe/Canteen,W12 7GE,5,fhrs_5_en-GB,2024-02-20,Hammersmith and Fulham,-0.223254,51.507212,images\test\fhrs_5_en-GB.png
Pho And Bowl,Takeaway/sandwich shop,W6 9JT,3,fhrs_3_en-GB,2024-08-20,Hammersmith and Fulham,-0.233318,51.492536,images\test\fhrs_3_en-GB.png
Pho District,Restaurant/Cafe/Canteen,W6 0RA,5,fhrs_5_en-GB,2023-10-21,Hammersmith and Fulham,-0.235774,51.493094,images\test\fhrs_5_en-GB.png
Pho36,Restaurant/Cafe/Canteen,W12 9AU,4,fhrs_4_en-GB,2023-11-29,Hammersmith and Fulham,-0.242337,51.502239,images\test\fhrs_4_en-GB.png
Pitanga,Restaurant/Cafe/Canteen,W14 9NX,5,fhrs_5_en-GB,2023-05-10,Hammersmith and Fulham,-0.203566,51.486814,images\test\fhrs_5_en-GB.png
Pizza At Home,Restaurant/Cafe/Canteen,SW6 1TL,4,fhrs_4_en-GB,2024-06-19,Hammersmith and Fulham,-0.202107,51.485802,images\test\fhrs_4_en-GB.png
Pizza Express,Restaurant/Cafe/Canteen,SW6 5HU,5,fhrs_5_en-GB,2023-07-19,Hammersmith and Fulham,-0.208134,51.473153,images\test\fhrs_5_en-GB.png
Pizza GoGo Fulham,Takeaway/sandwich shop,SW6 7SX,5,fhrs_5_en-GB,2021-04-20,Hammersmith and Fulham,-0.203546,51.484746,images\test\fhrs_5_en-GB.png
Pizza Home,Restaurant/Cafe/Canteen,W6 0SP,5,fhrs_5_en-GB,2023-10-20,Hammersmith and Fulham,-0.239598,51.493682,images\test\fhrs_5_en-GB.png
Pizza Hut Delivery,Takeaway/sandwich shop,W6 0SP,5,fhrs_5_en-GB,2024-06-13,Hammersmith and Fulham,-0.239598,51.493682,images\test\fhrs_5_en-GB.png
Pizza Hut Delivery,Takeaway/sandwich shop,SW6 5RU,5,fhrs_5_en-GB,2023-08-02,Hammersmith and Fulham,-0.205469,51.476106,images\test\fhrs_5_en-GB.png
Pizza Pilgrims,Restaurant/Cafe/Canteen,W12 7GE,5,fhrs_5_en-GB,2023-05-11,Hammersmith and Fulham,-0.221279993653297,51.5075798034668,images\test\fhrs_5_en-GB.png
Pizza Pronto,Takeaway/sandwich shop,W14 8TD,5,fhrs_5_en-GB,2023-11-15,Hammersmith and Fulham,-0.206856,51.49289,images\test\fhrs_5_en-GB.png
Pizza Royal,Restaurant/Cafe/Canteen,W14 0AS,4,fhrs_4_en-GB,2022-08-11,Hammersmith and Fulham,-0.217264,51.501564,images\test\fhrs_4_en-GB.png
PizzaExpress,Restaurant/Cafe/Canteen,W14 0DJ,5,fhrs_5_en-GB,2021-11-19,Hammersmith and Fulham,-0.22016,51.503407,images\test\fhrs_5_en-GB.png
PizzaExpress,Restaurant/Cafe/Canteen,W12 7GF,5,fhrs_5_en-GB,2024-09-24,Hammersmith and Fulham,-0.223254,51.507212,images\test\fhrs_5_en-GB.png
Pizzarte,Restaurant/Cafe/Canteen,W6 0SP,5,fhrs_5_en-GB,2024-04-23,Hammersmith and Fulham,-0.239598,51.493682,images\test\fhrs_5_en-GB.png
